level,name,Total population,Population under age 18,Percent under age 18,Population ages 65+,Percent ages 65+,Male population,Percent male,Female population,Percent female,White population,Percent white,Black population,Percent black,Latino population,Percent Latino,Other race population,Percent other race,Foreign-born population,Percent foreign-born,Total households,Owner-occupied households,Homeownership rate,Cost-burdened households,Cost-burden rate,Households with 1+ vehicles,"Percent of households, 1+ vehicles",Adults ages 25+,Adults without high school diploma,"Percent of adults, no high school diploma",Adults with bachelor's or higher,"Percent of adults, bachelor's or higher",Median household income,Poverty status known,Population in poverty,Poverty rate,Low-income population,Low-income rate,"Under 18, poverty status known",Children in poverty,Child poverty rate,Low-income children,Child low-income rate,"Ages 65+, poverty status known",Seniors in poverty,Senior poverty rate,Low-income seniors,Senior low-income rate
7_town,Union,903,142,0.16,256,0.28,403,0.45,500,0.55,859,0.95,0,0,8,0.01,36,0.04,41,0.05,408,395,0.97,126,0.31,398,0.98,717,17,0.02,229,0.32,81111,903,36,0.04,125,0.14,142,12,0.08,45,0.32,256,20,0.08,36,0.14
7_town,Vernon,29300,5282,0.18,4709,0.16,14264,0.49,15036,0.51,21602,0.74,1982,0.07,2932,0.1,2784,0.1,3298,0.11,12949,6671,0.52,4497,0.35,11865,0.92,20976,1336,0.06,7633,0.36,67492,29023,2802,0.1,7027,0.24,5274,290,0.05,1522,0.29,4440,240,0.05,891,0.2
7_town,Willington,5876,761,0.13,1030,0.18,3397,0.58,2479,0.42,4575,0.78,86,0.01,359,0.06,856,0.15,463,0.08,2692,1664,0.62,877,0.33,2662,0.99,3810,123,0.03,1407,0.37,73264,5804,805,0.14,1767,0.3,689,45,0.07,124,0.18,1030,59,0.06,116,0.11
7_town,Ashford,4233,872,0.21,540,0.13,2066,0.49,2167,0.51,3899,0.92,1,0,230,0.05,103,0.02,135,0.03,1779,1368,0.77,342,0.2,1760,0.99,3111,190,0.06,1020,0.33,84909,4233,291,0.07,762,0.18,872,60,0.07,248,0.28,540,32,0.06,96,0.18
7_town,Brooklyn,8254,1812,0.22,1454,0.18,4724,0.57,3530,0.43,7322,0.89,140,0.02,386,0.05,406,0.05,372,0.05,2790,2112,0.76,829,0.3,2582,0.93,5806,663,0.11,1212,0.21,75993,7641,578,0.08,1273,0.17,1732,187,0.11,320,0.18,1383,87,0.06,370,0.27
7_town,Canterbury,5080,990,0.19,1012,0.2,2592,0.51,2488,0.49,4744,0.93,76,0.01,146,0.03,114,0.02,101,0.02,2121,1808,0.85,569,0.28,2082,0.98,3804,417,0.11,839,0.22,86178,5080,181,0.04,504,0.1,990,7,0.01,78,0.08,1012,18,0.02,113,0.11
7_town,Chaplin,2514,409,0.16,450,0.18,1306,0.52,1208,0.48,2195,0.87,0,0,178,0.07,141,0.06,54,0.02,978,873,0.89,251,0.26,958,0.98,1844,175,0.09,446,0.24,83393,2514,140,0.06,421,0.17,409,25,0.06,88,0.22,450,16,0.04,79,0.18
7_town,Eastford,1647,225,0.14,298,0.18,906,0.55,741,0.45,1530,0.93,6,0,66,0.04,45,0.03,43,0.03,669,555,0.83,133,0.21,647,0.97,1257,43,0.03,478,0.38,96625,1625,76,0.05,150,0.09,220,11,0.05,24,0.11,298,19,0.06,38,0.13
7_town,Hampton,1803,356,0.2,338,0.19,985,0.55,818,0.45,1729,0.96,2,0,34,0.02,38,0.02,34,0.02,750,663,0.88,210,0.29,721,0.96,1359,59,0.04,412,0.3,76364,1799,106,0.06,332,0.18,352,22,0.06,108,0.31,338,23,0.07,48,0.14
7_town,Killingly,17267,3691,0.21,2740,0.16,7977,0.46,9290,0.54,15316,0.89,198,0.01,891,0.05,862,0.05,609,0.04,7004,4554,0.65,2501,0.37,6467,0.92,12353,1554,0.13,2614,0.21,66071,16872,2429,0.14,4054,0.24,3583,726,0.2,1138,0.32,2513,245,0.1,708,0.28
7_town,Plainfield,15129,3010,0.2,2491,0.16,7498,0.5,7631,0.5,13490,0.89,414,0.03,495,0.03,730,0.05,591,0.04,5861,4267,0.73,1773,0.31,5586,0.95,11260,1350,0.12,1329,0.12,66689,14914,1383,0.09,3259,0.22,2951,289,0.1,907,0.31,2340,226,0.1,511,0.22
7_town,Pomfret,4178,793,0.19,787,0.19,2061,0.49,2117,0.51,3891,0.93,40,0.01,131,0.03,116,0.03,169,0.04,1669,1325,0.79,370,0.24,1565,0.94,2947,175,0.06,1318,0.45,91788,4002,340,0.08,556,0.14,754,13,0.02,13,0.02,787,24,0.03,150,0.19
7_town,Putnam,9367,1751,0.19,1792,0.19,4422,0.47,4945,0.53,8338,0.89,109,0.01,421,0.04,499,0.05,328,0.04,3967,2329,0.59,1246,0.32,3572,0.9,7048,672,0.1,1543,0.22,64320,9146,588,0.06,2299,0.25,1729,88,0.05,437,0.25,1671,187,0.11,534,0.32
7_town,Scotland,1603,257,0.16,278,0.17,840,0.52,763,0.48,1220,0.76,0,0,106,0.07,277,0.17,64,0.04,590,474,0.8,141,0.24,587,0.99,1069,59,0.06,243,0.23,88077,1601,34,0.02,126,0.08,255,0,0,28,0.11,278,9,0.03,17,0.06
7_town,Sterling,3759,909,0.24,539,0.14,2129,0.57,1630,0.43,3410,0.91,125,0.03,106,0.03,118,0.03,81,0.02,1372,1053,0.77,440,0.35,1300,0.95,2544,215,0.08,510,0.2,84643,3759,401,0.11,956,0.25,909,126,0.14,330,0.36,539,30,0.06,129,0.24
7_town,Thompson,9361,1629,0.17,1689,0.18,4506,0.48,4855,0.52,8709,0.93,1,0,399,0.04,252,0.03,210,0.02,3826,2980,0.78,887,0.24,3738,0.98,7244,621,0.09,1850,0.26,75168,9306,671,0.07,2005,0.22,1600,72,0.04,499,0.31,1689,141,0.08,355,0.21
7_town,Windham,24618,4814,0.2,3346,0.14,11674,0.47,12944,0.53,12401,0.5,1188,0.05,10220,0.42,809,0.03,2445,0.1,8939,3915,0.44,3860,0.45,7774,0.87,14461,2505,0.17,2941,0.2,42909,21211,5337,0.25,10572,0.5,4773,1661,0.35,3244,0.68,3064,369,0.12,783,0.26
7_town,Woodstock,7844,1612,0.21,1566,0.2,4040,0.52,3804,0.48,7366,0.94,0,0,397,0.05,81,0.01,211,0.03,3274,2762,0.84,648,0.2,3180,0.97,5761,193,0.03,2650,0.46,92165,7844,325,0.04,770,0.1,1612,87,0.05,129,0.08,1566,38,0.02,154,0.1
